Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
-0.06149716259690201,0,-0.07626163117653953,1.2617841712990912,0,1.50115291721675,0.401335401985483,0
1.407601721662421,1,-1.468568953438725,-1.445832783248301,1,-1.5515478704040127,-0.2855062468352352,1
1.407601721662421,1,-1.1204921228731786,-0.5432937983991702,1,-0.37743218285756547,-0.6289270712455943,1
-1.2367762700043605,0,0.6198920299545532,1.7130536637236564,0,1.7359760547260394,1.4315978752165603,0
-0.35531693944876663,0,1.6641225216511923,0.3592451864499604,0,0.32703722967030285,0.401335401985483,0
-0.9429564931524959,0,0.9679688605200996,0.8105146788745258,0,-0.14260904534827604,0.7447562263958422,0
-0.06149716259690201,0,1.6641225216511923,0.0,0,0.0922140921610134,1.0881770508062012,0
-0.6491367163006313,0,1.316045691085646,0.3592451864499604,0,0.0922140921610134,1.4315978752165603,0
1.7014214985142857,1,-1.1204921228731786,-0.09202430597460491,1,-1.5515478704040127,-0.2855062468352352,1
-1.2367762700043605,0,1.316045691085646,1.2617841712990912,0,1.50115291721675,1.4315978752165603,0
-0.35531693944876663,0,1.6641225216511923,1.2617841712990912,0,1.9707991922353287,0.401335401985483,0
1.7014214985142857,1,-0.4243384617420859,-0.9945632908237356,1,-0.6122553203668549,-1.3157687200663126,1
-0.35531693944876663,0,0.6198920299545532,1.7130536637236564,0,1.7359760547260394,2.1184395240372784,0
-0.35531693944876663,0,0.6198920299545532,0.3592451864499604,0,0.7966835046888817,1.0881770508062012,0
0.5261423911068273,1,-0.4243384617420859,-1.445832783248301,1,-1.3167247328947231,-0.2855062468352352,1
-1.2367762700043605,0,-0.07626163117653953,0.3592451864499604,0,0.32703722967030285,1.4315978752165603,0
1.407601721662421,1,-1.468568953438725,-1.445832783248301,1,-1.5515478704040127,-1.3157687200663126,1
-0.9429564931524959,0,0.27181519938900683,1.2617841712990912,0,0.7966835046888817,0.0579145775751239,0
